# Sentences written for this pack (src "gen"): word<TAB>Korean<TAB>English. Polite style (해요체/합쇼체).
# Each covers a word Tatoeba shows in fewer than 2 usable sentences.
칠월	칠월은 정말 더워요.	July is really hot.
칠월	칠월에 바다에 가고 싶어요.	I want to go to the sea in July.
팔월	팔월에 휴가가 있어요.	I have a vacation in August.
팔월	팔월에는 바다에 사람이 많아요.	There are a lot of people at the sea in August.
구월	구월에 학교에 다시 가요.	I go back to school in September.
구월	제 생일은 구월이에요.	My birthday is in September.
시월	시월에 가을이 와요.	Autumn comes in October.
시월	시월에 이사를 했어요.	I moved house in October.
십일월	십일월은 조금 추워요.	November is a little cold.
십일월	십일월에 회의가 있어요.	There's a meeting in November.
십이월	십이월에 눈이 와요.	It snows in December.
십이월	십이월에 가족을 만나요.	I see my family in December.
날	오늘은 정말 좋은 날이에요.	Today is a really good day.
날	비가 오는 날에는 집에 있어요.	On rainy days I stay home.
안녕하세요	안녕하세요, 만나서 반갑습니다.	Hello, nice to meet you.
만나서 반갑습니다	선생님, 만나서 반갑습니다.	Nice to meet you, teacher.
안녕히 가세요	안녕히 가세요, 내일 또 만나요.	Goodbye, see you again tomorrow.
안녕히 가세요	선생님, 안녕히 가세요.	Goodbye, teacher.
안녕히 계세요	안녕히 계세요. 내일 또 오겠습니다.	Goodbye. I'll come again tomorrow.
안녕히 계세요	할머니, 안녕히 계세요.	Goodbye, Grandma.
여보세요	여보세요, 거기 누구세요?	Hello? Who is this?
여보세요	여보세요, 지금 어디에 있어요?	Hello? Where are you now?
미안합니다	늦어서 정말 미안합니다.	I'm really sorry I'm late.
미안합니다	미안합니다, 다시 말해 주세요.	I'm sorry, please say it again.
고맙습니다	정말 고맙습니다, 선생님.	Thank you so much, teacher.
아니요	아니요, 저는 학생이 아니에요.	No, I'm not a student.
아니요	아니요, 저는 커피를 안 마셔요.	No, I don't drink coffee.
입	입을 크게 여세요.	Please open your mouth wide.
그리고	저는 빵을 먹었어요. 그리고 우유를 마셨어요.	I ate bread. And I drank milk.
물론	물론 저도 같이 갈 거예요.	Of course I'll go with you too.
바람	오늘은 바람이 많이 불어요.	It's very windy today.
바람	밤에 바람이 강하게 불었어요.	The wind blew hard at night.
장	종이 한 장 주세요.	Please give me a sheet of paper.
장	사진 두 장을 찍었어요.	I took two photos.
그런데	이 옷이 예뻐요. 그런데 너무 비싸요.	These clothes are pretty. But they're too expensive.
그런데	그런데 오늘 무슨 요일이에요?	By the way, what day is it today?
물건	이 가게에는 좋은 물건이 많아요.	This shop has a lot of good things.
물건	제 물건을 가방에 넣었어요.	I put my things in the bag.
맛	이 음식은 맛이 좋아요.	This food tastes good.
생활	한국 생활이 재미있어요.	Life in Korea is fun.
시작	시작이 제일 어려워요.	The beginning is the hardest part.
카드	카드로 계산해도 돼요?	Can I pay by card?
건물	저 건물이 우리 회사예요.	That building is our company.
따뜻하다	오늘은 날씨가 따뜻해요.	The weather is warm today.
언제나	어머니는 언제나 바빠요.	My mother is always busy.
부모	저는 부모와 같이 살아요.	I live with my parents.
오른쪽	화장실은 오른쪽에 있어요.	The bathroom is on the right.
장소	여기는 조용한 장소예요.	This is a quiet place.
장소	만날 장소를 정했어요?	Did you decide on a place to meet?
주인	이 가게 주인은 친절해요.	The owner of this shop is kind.
시장	시장에서 과일을 샀어요.	I bought fruit at the market.
낮	낮에는 덥고 밤에는 추워요.	It's hot during the day and cold at night.
화요일	화요일에 영어 수업이 있어요.	I have an English class on Tuesday.
노란색	저는 노란색을 좋아해요.	I like yellow.
모레	모레 친구가 한국에 와요.	My friend comes to Korea the day after tomorrow.
모레	모레는 토요일이라서 학교에 안 가요.	The day after tomorrow is Saturday, so I'm not going to school.
-밖에	저는 동생이 하나밖에 없어요.	I have only one younger sibling.
왕	옛날에 이 나라에 착한 왕이 살았어요.	Long ago a kind king lived in this country.
의하다	뉴스에 의하면 내일 비가 와요.	According to the news, it will rain tomorrow.
의하다	선생님 말씀에 의하면 시험이 어렵지 않아요.	According to the teacher, the exam isn't hard.
첫	오늘은 학교에 가는 첫 날이에요.	Today is my first day of school.
첫	첫 수업은 아홉 시에 시작해요.	The first class starts at nine o'clock.
부분	이 부분을 다시 읽어 주세요.	Please read this part again.
사고	어제 도로에서 큰 사고가 있었어요.	There was a big accident on the road yesterday.
성	이 성은 아주 오래됐어요.	This castle is very old.
성	왕은 큰 성에서 살았어요.	The king lived in a big castle.
넘다	벌써 열 시가 넘었어요.	It's already past ten o'clock.
군	그는 군에서 이 년 동안 일했어요.	He worked in the army for two years.
군	우리 형은 지금 군에 있어요.	My older brother is in the army now.
경기	내일 축구 경기를 보러 갈 거예요.	I'm going to watch a football match tomorrow.
등	시장에서 사과, 바나나, 오렌지 등을 샀어요.	I bought apples, bananas, oranges and so on at the market.
등	어제부터 등이 너무 아파요.	My back has hurt a lot since yesterday.
또한	그는 의사예요. 또한 좋은 아버지예요.	He is a doctor. He is also a good father.
또한	이 식당은 싸요. 또한 음식도 맛있어요.	This restaurant is cheap. The food is also delicious.
빌다	생일에 소원을 빌었어요.	I made a wish on my birthday.
미래	미래에 무엇을 하고 싶어요?	What do you want to do in the future?
능력	그는 여러 언어를 배우는 능력이 있어요.	He has the ability to learn many languages.
능력	사람마다 능력이 달라요.	Every person has different abilities.
녀석	그 녀석은 정말 재미있어요.	That guy is really funny.
또는	커피 또는 우유를 드릴까요?	Would you like coffee or milk?
또는	버스 또는 지하철로 갈 수 있어요.	You can go by bus or by subway.
이용하다	저는 매일 지하철을 이용해요.	I use the subway every day.
이용하다	도서관을 자주 이용해요?	Do you use the library often?
확실하다	그 소식이 확실해요?	Is that news certain?
일부	돈의 일부를 은행에 넣었어요.	I put part of the money in the bank.
스스로	아이가 스스로 옷을 입었어요.	The child got dressed without help.
변하다	이 도시는 많이 변했어요.	This city has changed a lot.
짐	짐이 너무 무거워요.	The luggage is too heavy.
짐	호텔에 짐을 놓고 나왔어요.	I left my luggage at the hotel and came out.
도로	이 도로는 항상 차가 많아요.	This road always has a lot of cars.
역시	역시 엄마 음식이 제일 맛있어요.	As expected, Mom's food is the most delicious.
역시	저도 역시 그 영화를 좋아해요.	I like that movie too.
사회	우리 사회는 빨리 변하고 있어요.	Our society is changing fast.
사회	학교에서 사회를 공부해요.	I study social studies at school.
대단하다	혼자 그 일을 다 했어요? 정말 대단해요.	You did all that work alone? That's really amazing.
대단하다	그 가수의 노래 실력은 대단해요.	That singer's singing ability is amazing.
박사	그분은 과학 박사예요.	That person has a doctorate in science.
특히	저는 과일을 좋아해요. 특히 사과를 좋아해요.	I like fruit. I especially like apples.
발생하다	어젯밤에 큰 문제가 발생했어요.	A big problem happened last night.
교육	아이들의 교육은 아주 중요해요.	Children's education is very important.
교육	그는 교육 회사에서 일해요.	He works at an education company.
검사	병원에서 눈 검사를 받았어요.	I had an eye test at the hospital.
빛	창문으로 빛이 들어와요.	Light comes in through the window.
서비스	이 호텔은 서비스가 좋아요.	This hotel has good service.
분위기	이 식당은 분위기가 좋아요.	This restaurant has a nice atmosphere.
분위기	파티 분위기가 아주 즐거웠어요.	The mood at the party was very cheerful.
자연	저는 자연 속에서 쉬는 것을 좋아해요.	I like resting in nature.
자연	이 섬은 자연이 아름다워요.	This island has beautiful nature.
나타나다	갑자기 고양이 한 마리가 나타났어요.	Suddenly a cat appeared.
내용	이 책의 내용이 어려워요.	The content of this book is difficult.
내용	편지 내용을 읽어 주세요.	Please read me what the letter says.
집다	바닥에서 돈을 집었어요.	I picked up money from the floor.
집다	아이가 작은 돌을 집었어요.	The child picked up a small stone.
관련	이 일과 관련이 있는 자료가 있어요?	Do you have material related to this work?
관련	그는 음악 관련 일을 해요.	He does music-related work.
목적	여행의 목적이 뭐예요?	What is the purpose of your trip?
끌다	아이가 큰 가방을 끌고 가요.	The child is pulling a big bag along.
소	농장에 소가 많아요.	There are a lot of cows on the farm.
고객	고객이 가게에 들어왔어요.	A customer came into the shop.
방향	역은 어느 방향이에요?	Which direction is the station?
방향	우리는 반대 방향으로 갔어요.	We went in the opposite direction.
효과	그 약을 먹으면 효과가 좋아요.	That medicine works well if you take it.
효과	운동은 건강에 효과가 있어요.	Exercise is good for your health.
조사하다	경찰이 사고를 조사하고 있어요.	The police are investigating the accident.
조사하다	학생들이 동물에 대해 조사했어요.	The students did research on animals.
간단하다	이 문제는 아주 간단해요.	This problem is very simple.
매다	학교에 갈 때 넥타이를 매요.	I wear a tie when I go to school.
매다	아버지가 넥타이를 매고 있어요.	Father is putting on a tie.
이사	다음 달에 새 집으로 이사를 가요.	I'm moving to a new house next month.
데리다	동생을 데리고 공원에 갔어요.	I took my younger sibling to the park.
데리다	친구를 데리고 파티에 와도 돼요?	Can I bring a friend to the party?
시민	시민들이 공원에 모였어요.	Citizens gathered in the park.
당연하다	도와주는 것은 당연해요.	It's only natural to help.
당연하다	친구가 화가 난 것은 당연해요.	It's natural that my friend got angry.
기계	이 기계는 어떻게 써요?	How do you use this machine?
당연히	당연히 저도 같이 가요.	Of course I'm going with you.
지나가다	버스가 방금 지나갔어요.	The bus just went past.
지나가다	시간이 빨리 지나가요.	Time passes quickly.
할머니	할머니는 시골에 사세요.	My grandmother lives in the countryside.
할머니	주말에 할머니 댁에 가요.	I'm going to my grandmother's house at the weekend.
직원	이 가게 직원은 아주 친절해요.	The staff at this shop are very kind.
거래	두 회사가 큰 거래를 했어요.	The two companies made a big deal.
거래	그 은행과 거래를 하고 있어요.	I do business with that bank.
얘	얘는 제 동생이에요.	This is my younger sibling.
얘	얘가 제 가장 친한 친구예요.	This is my best friend.
돌리다	열쇠를 오른쪽으로 돌려 보세요.	Try turning the key to the right.
감다	눈을 감고 잠깐 쉬세요.	Close your eyes and rest for a moment.
대답	아무도 대답을 하지 않았어요.	Nobody answered.
전체	전체 학생이 교실에 모였어요.	All the students gathered in the classroom.
전체	이 건물 전체가 우리 회사예요.	This whole building is our company.
포함하다	이 가격은 아침 식사를 포함해요.	This price includes breakfast.
프로젝트	이번 프로젝트는 아주 중요해요.	This project is very important.
공간	방에 공간이 별로 없어요.	There isn't much space in the room.
꺼내다	가방에서 책을 꺼냈어요.	I took a book out of my bag.
에너지	아이들은 에너지가 많아요.	Children have a lot of energy.
에너지	우리는 에너지를 아껴야 해요.	We have to save energy.
데려가다	아이를 병원에 데려가야 해요.	I have to take my child to the hospital.
옛날	옛날에 이곳은 작은 마을이었어요.	Long ago this place was a small village.
시절	학생 시절이 그리워요.	I miss my school days.
이쪽	손님, 이쪽으로 오세요.	This way, please.
가져오다	물 좀 가져와 주세요.	Please bring me some water.
반드시	숙제는 반드시 내일까지 내세요.	Be sure to hand in your homework by tomorrow.
반드시	반드시 다시 올 거예요.	I will definitely come back.
속도	기차의 속도가 아주 빨라요.	The train goes very fast.
부족하다	시간이 조금 부족해요.	Time is a little short.
덕분	친구 덕분에 시험에 붙었어요.	Thanks to my friend, I passed the exam.
덕분	선생님 덕분에 한국어를 잘하게 되었어요.	Thanks to my teacher, I became good at Korean.
개인	이것은 제 개인 물건이에요.	This is my personal item.
개인	개인 정보를 조심하세요.	Be careful with personal information.
손가락	손가락을 칼에 베었어요.	I cut my finger on a knife.
설명	선생님의 설명이 아주 쉬웠어요.	The teacher's explanation was very easy.
오랜만	정말 오랜만이에요. 잘 지냈어요?	It's been a really long time. How have you been?
제공하다	호텔에서 아침을 무료로 제공해요.	The hotel provides breakfast for free.
영원히	이 순간을 영원히 기억할 거예요.	I will remember this moment forever.
뱀	저는 뱀이 정말 무서워요.	I'm really scared of snakes.
뱀	산에서 큰 뱀을 봤어요.	I saw a big snake on the mountain.
활동	학교에서 여러 가지 활동을 해요.	We do various activities at school.
활동	주말에 친구들과 여러 활동을 해요.	At the weekend I do various activities with friends.
아까	아까 누가 전화했어요?	Who called a moment ago?
아까	아까 먹은 빵이 정말 맛있었어요.	The bread I ate earlier was really delicious.
주변	집 주변에 공원이 있어요.	There's a park near my house.
주변	학교 주변에 식당이 많아요.	There are a lot of restaurants around the school.
금지	여기에서는 담배가 금지예요.	Smoking is banned here.
금지	이 공원에서는 요리가 금지예요.	Cooking is banned in this park.
자료	회의 자료를 준비했어요.	I prepared the materials for the meeting.
자료	도서관에서 자료를 찾았어요.	I looked for material at the library.
영상	친구가 재미있는 영상을 보냈어요.	My friend sent me a funny video.
영상	이 영상을 벌써 백 번 봤어요.	I've already watched this video a hundred times.
왼쪽	은행은 왼쪽에 있어요.	The bank is on the left.
왼쪽	왼쪽 다리가 아파요.	My left leg hurts.
노력	노력하면 할 수 있어요.	If you make an effort, you can do it.
주제	오늘 회의의 주제는 뭐예요?	What is the topic of today's meeting?
주제	이 책의 주제는 사랑이에요.	The theme of this book is love.
연기	그 배우는 연기를 정말 잘해요.	That actor is really good at acting.
연기	부엌에서 연기가 나요.	There's smoke coming from the kitchen.
정하다	여행 날짜를 정했어요?	Have you decided on the date of the trip?
정하다	우리는 만날 시간을 정했어요.	We decided on a time to meet.
시대	지금은 인터넷 시대예요.	Now is the age of the internet.
시대	그 시대 사람들은 가난했어요.	People in that era were poor.
모양	이 빵은 별 모양이에요.	This bread is shaped like a star.
모양	구름 모양이 재미있어요.	The shape of the cloud is funny.
아무리	아무리 바빠도 밥은 먹어야 해요.	No matter how busy you are, you have to eat.
무릎	넘어져서 무릎을 다쳤어요.	I fell over and hurt my knee.
남성	이 옷은 남성 옷이에요.	These are men's clothes.
쓰레기	쓰레기를 밖에 버려 주세요.	Please throw the rubbish out.
조사	경찰의 조사가 끝났어요.	The police investigation is over.
조사	학생들이 동물 조사를 했어요.	The students did a survey of animals.
센터	주말에 쇼핑 센터에 갔어요.	I went to the shopping centre at the weekend.
국민	대통령은 국민을 위해 일해요.	The president works for the people.
국민	국민들이 모두 투표를 했어요.	All the citizens voted.
담다	과일을 상자에 담았어요.	I put the fruit in a box.
담다	물을 병에 담아 주세요.	Please put the water in a bottle.
안전	안전이 제일 중요해요.	Safety is the most important thing.
안전	아이들의 안전을 위해 천천히 운전하세요.	Drive slowly for the children's safety.
가득	방에 사람이 가득 있어요.	The room is full of people.
그룹	우리는 세 그룹으로 나눴어요.	We split into three groups.
왜냐하면	오늘 학교에 안 가요. 왜냐하면 아프기 때문이에요.	I'm not going to school today. That's because I'm sick.
실력	한국어 실력이 많이 늘었어요.	Your Korean has improved a lot.
군인	군인들이 나라를 지켜요.	Soldiers protect the country.
군인	우리 아버지는 군인이었어요.	My father was a soldier.
군대	형은 작년에 군대에 갔어요.	My older brother joined the army last year.
스트레스	요즘 일 때문에 스트레스가 많아요.	I've been very stressed because of work lately.
가만히	가만히 앉아 있어요.	Sit still.
목	감기 때문에 목이 아파요.	My throat hurts because of a cold.
조건	이 일의 조건이 좋아요.	The conditions of this job are good.
조건	조건이 하나 있어요.	There's one condition.
지옥	아침 지하철은 정말 지옥이에요.	The subway in the morning is real hell.
및	이름 및 주소를 써 주십시오.	Please write your name and address.
및	학생 및 선생님이 모두 왔습니다.	Students and teachers all came.
미국인	제 친구는 미국인이에요.	My friend is American.
평생	평생 이 도시에서 살았어요.	I have lived in this city my whole life.
평생	그 날을 평생 잊지 못할 거예요.	I will never forget that day as long as I live.
사용	이 방은 사용 중이에요.	This room is in use.
사용	밤에는 휴대폰 사용을 하지 마세요.	Don't use your phone at night.
토끼	아이가 토끼를 키워요.	The child keeps a rabbit.
처하다	그는 어려운 상황에 처했어요.	He found himself in a difficult situation.
진행하다	회의는 한 시간 동안 진행했어요.	The meeting went on for an hour.
진행하다	프로젝트를 잘 진행하고 있어요.	The project is going well.
만족하다	저는 제 일에 만족해요.	I'm satisfied with my job.
반대	엄마는 제 여행을 반대했어요.	My mother was against my trip.
아가씨	아가씨, 이 가방 얼마예요?	Miss, how much is this bag?
갈다	컴퓨터 배터리를 새 것으로 갈았어요.	I replaced the computer battery with a new one.
갈다	커피 콩을 갈았어요.	I ground the coffee beans.
정의	그는 정의를 위해 싸웠어요.	He fought for justice.
역할	이 영화에서 무슨 역할을 했어요?	What role did you play in this film?
역할	엄마의 역할은 아주 중요해요.	A mother's role is very important.
스타	그 가수는 이제 큰 스타예요.	That singer is a big star now.
요구하다	손님이 돈을 다시 요구했어요.	The customer asked for the money back.
손님	오늘 가게에 손님이 많아요.	There are a lot of customers in the shop today.
손님	주말에 집에 손님이 와요.	We have guests coming to our house at the weekend.
표현	그 표현은 무슨 뜻이에요?	What does that expression mean?
대상	이 수업은 어른이 대상이에요.	This class is for adults.
세우다	여기에 차를 세워도 돼요?	Can I park my car here?
성인	성인 표 두 장 주세요.	Two adult tickets, please.
성인	이 영화는 성인만 볼 수 있어요.	Only adults can watch this film.
보호	자연 보호는 모두의 일이에요.	Protecting nature is everyone's job.
서류	이 서류에 이름을 써 주세요.	Please write your name on this document.
서류	책상 위에 서류가 많아요.	There are a lot of documents on the desk.
자꾸	동생이 자꾸 제 옷을 입어요.	My younger sibling keeps wearing my clothes.
게다가	날씨가 추워요. 게다가 비도 와요.	The weather is cold. What's more, it's raining.
게다가	이 집은 커요. 게다가 가격도 싸요.	This house is big. On top of that, it's cheap.
공장	아버지는 공장에서 일하세요.	My father works in a factory.
널다	밖에 옷을 널었어요.	I hung the clothes outside.
금속	이 의자는 금속으로 만들었어요.	This chair is made of metal.
금속	겨울에는 금속이 아주 차가워요.	Metal gets very cold in winter.
이거	저기요, 이거 얼마예요?	Excuse me, how much is this?
다녀오다	저는 방금 학교에 다녀왔어요.	I just got back from school.
어깨	어깨가 너무 아파요.	My shoulders really hurt.
구름	오늘은 하늘에 구름이 많아요.	There are a lot of clouds in the sky today.
감사	도와주셔서 감사를 드려요.	I thank you for your help.
장기	이 일은 장기 계획이 필요해요.	This work needs a long-term plan.
장기	할아버지는 장기를 좋아하세요.	Grandfather likes Korean chess.
교실	교실에 학생이 없어요.	There are no students in the classroom.
박물관	주말에 박물관에 갔어요.	I went to the museum at the weekend.
애니메이션	저는 일본 애니메이션을 좋아해요.	I like Japanese animation.
위원회	위원회에서 그 계획을 정했어요.	The committee decided on that plan.
위원회	그는 학교 위원회에서 일해요.	He works on the school committee.
뜨겁다	커피가 너무 뜨거워요.	The coffee is too hot.
여지	의심의 여지가 없어요.	There is no room for doubt.
여지	아직 생각할 여지가 있어요.	There's still room to think about it.
층	우리 사무실은 몇 층이에요?	What floor is our office on?
닦다	하루에 세 번 이를 닦으세요.	Brush your teeth three times a day.
북쪽	이 마을의 북쪽에 산이 있어요.	There's a mountain to the north of this village.
돼지	농장에 돼지가 있어요.	There are pigs on the farm.
돼지	돼지 고기를 좋아해요?	Do you like pork?
데이터	휴대폰 데이터가 없어요.	I have no mobile data left.
종이	종이에 이름을 써 주세요.	Please write your name on the paper.
종이	종이가 더 필요해요.	I need more paper.
감염	손을 씻으면 감염을 막을 수 있어요.	Washing your hands can prevent infection.
열	아이가 열이 나요.	My child has a fever.
장애	그는 다리에 장애가 있어요.	He has a disability in his leg.
장애	이 건물에는 장애가 있는 사람을 위한 화장실이 있어요.	This building has a toilet for disabled people.
간호사	제 언니는 간호사예요.	My older sister is a nurse.
작동하다	이 기계가 작동하지 않아요.	This machine doesn't work.
실험실	학생들이 실험실에서 공부해요.	The students are studying in the lab.
파이	엄마가 사과 파이를 만들었어요.	Mom made an apple pie.
이론	이론은 쉬운데 실제로는 어려워요.	The theory is easy, but in practice it's hard.
어른	어른에게는 인사를 잘해야 해요.	You should greet adults properly.
닭	할머니 집에 닭이 있어요.	There are chickens at my grandmother's house.
슈퍼	슈퍼에서 우유를 샀어요.	I bought milk at the supermarket.
슈퍼	집 근처에 슈퍼가 있어요.	There's a supermarket near my house.
정체	그 사람의 정체를 아무도 몰라요.	Nobody knows who that person really is.
정체	드디어 그의 정체를 알았어요.	Finally we found out who he really is.
괴물	아이는 괴물이 무서워요.	The child is scared of monsters.
괴물	이 영화에는 큰 괴물이 나와요.	A big monster appears in this film.
유령	저는 유령을 믿지 않아요.	I don't believe in ghosts.
오렌지	아침에 오렌지를 하나 먹었어요.	I ate an orange in the morning.
짜다	이 음식은 너무 짜요.	This food is too salty.
혐의	그는 도둑 혐의를 받고 있어요.	He is suspected of theft.
혐의	경찰은 그 사람의 혐의를 조사하고 있어요.	The police are looking into that person's charges.
협상	두 회사가 협상을 시작했어요.	The two companies started negotiations.
협상	협상은 아주 어려웠어요.	The negotiations were very difficult.
아이스크림	더워서 아이스크림을 먹었어요.	It was hot, so I ate ice cream.
그거	그거 제 거예요.	That's mine.
그거	그거 어디에서 샀어요?	Where did you buy that?
극장	극장에서 영화를 봤어요.	I watched a film at the cinema.
휴대폰	휴대폰을 집에 두고 왔어요.	I left my phone at home.
휴대폰	새 휴대폰을 샀어요.	I bought a new phone.
부부	그 부부는 행복하게 살아요.	That couple lives happily.
부부	우리 집 옆에 사는 부부가 아주 친절해요.	The couple who live next to us are very kind.
불타다	집이 불타고 있어요.	The house is burning.
남쪽	새들이 남쪽으로 날아가요.	The birds are flying south.
남쪽	이 도시의 남쪽에 바다가 있어요.	There's a sea to the south of this city.
국경	기차가 국경을 넘었어요.	The train crossed the border.
대학교	언니는 대학교에 다녀요.	My older sister goes to university.
대학교	이 대학교는 아주 유명해요.	This university is very famous.
산책	저녁에 공원에서 산책을 해요.	I take a walk in the park in the evening.
지하	우리 사무실은 지하에 있어요.	Our office is underground.
설마	설마 벌써 다 먹었어요?	Don't tell me you already ate it all?
손상	사고로 차에 손상이 생겼어요.	The car was damaged in the accident.
손상	뜨거운 물은 피부에 손상을 줘요.	Hot water damages your skin.
따위	그런 말 따위는 믿지 않아요.	I don't believe that kind of talk.
따위	저는 게임 따위에 관심이 없어요.	I'm not interested in games and such.
리더	그는 우리 팀의 리더예요.	He is the leader of our team.
리더	좋은 리더는 사람들의 말을 잘 들어요.	A good leader listens well to people.
똥	공원에 개 똥이 있으니까 조심하세요.	Be careful, there is dog poop in the park.
똥	아이가 똥을 밟았어요.	The child stepped in poop.
경찰서	지갑을 잃어버려서 경찰서에 갔어요.	I lost my wallet, so I went to the police station.
고대	고대 사람들은 별을 보고 길을 찾았어요.	Ancient people found their way by looking at the stars.
혼란	사고 때문에 도로에 혼란이 생겼어요.	The accident caused chaos on the road.
혼란	갑자기 계획이 바뀌어서 혼란이 생겼어요.	The plan changed suddenly, so there was confusion.
노예	옛날에는 노예가 있었어요.	In the old days there were slaves.
서쪽	해는 서쪽으로 져요.	The sun sets in the west.
대처	문제에 빨리 대처해야 해요.	We have to deal with the problem quickly.
지갑	지갑에 돈이 없어요.	There's no money in my wallet.
지갑	생일 선물로 지갑을 받았어요.	I got a wallet as a birthday present.
날짜	시험 날짜가 언제예요?	When is the exam date?
날짜	결혼식 날짜를 정했어요.	We set the wedding date.
지우다	종이에 쓴 이름을 지워 주세요.	Please erase the name written on the paper.
딱히	딱히 먹고 싶은 것이 없어요.	There's nothing in particular I want to eat.
로맨틱하다	이 영화는 정말 로맨틱해요.	This film is really romantic.
블로그	저는 여행 블로그를 써요.	I write a travel blog.
블로그	친구의 블로그를 자주 읽어요.	I often read my friend's blog.
천사	아기가 천사 같아요.	The baby is like an angel.
천사	그 사람은 정말 천사예요.	That person is a real angel.
주목	그 가수는 요즘 주목을 많이 받아요.	That singer gets a lot of attention these days.
주목	모두 여기에 주목을 해 주세요.	Everyone, please pay attention here.
관	박물관에 오래된 관이 있어요.	There's an old coffin in the museum.
신나다	내일 여행을 가서 정말 신나요.	I'm really excited because I'm going on a trip tomorrow.
사고	사고로 다리를 다쳤어요.	I hurt my leg in an accident.
넘다	사람이 백 명이 넘었어요.	There were more than a hundred people.
그러나	저는 열심히 공부했어요. 그러나 시험은 어려웠어요.	I studied hard. However, the exam was difficult.
칼	부엌에서 칼을 조심하세요.	Be careful with the knife in the kitchen.
감사합니다	도와주셔서 정말 감사합니다.	Thank you so much for your help.
그래도	비가 와요. 그래도 산책을 갈 거예요.	It's raining. Even so, I'm going for a walk.
찾아보다	모르는 단어는 사전에서 찾아보세요.	Look up words you don't know in the dictionary.
이루다	그는 드디어 꿈을 이루었어요.	He finally achieved his dream.
이전	이전 집은 학교에서 멀었어요.	My previous house was far from school.
그대로	방을 그대로 두세요.	Leave the room as it is.
꺼지다	갑자기 불이 꺼졌어요.	Suddenly the lights went out.
꺼지다	컴퓨터가 혼자 꺼졌어요.	The computer turned itself off.
포함하다	이 가격은 세금을 포함해요.	This price includes tax.
손가락	아기의 손가락이 아주 작아요.	The baby's fingers are very small.
무릎	오래 걸어서 무릎이 아파요.	My knees hurt because I walked a long time.
바라보다	우리는 함께 바다를 바라봤어요.	We looked out at the sea together.
노력	많은 노력이 필요해요.	It takes a lot of effort.
옮기다	이 상자를 방으로 옮겨 주세요.	Please move this box to the room.
고향	제 고향은 작은 마을이에요.	My hometown is a small village.
일으키다	그 사람이 문제를 일으켰어요.	That person caused a problem.
얼다	추워서 물이 얼었어요.	It was cold, so the water froze.
얼다	겨울에는 강이 얼어요.	The river freezes in winter.
